,Number,Title,Author,Fiction/Non,Date Read,Topic,Pages,Score,ISBN13,Goodreads ID,Description,Rating,Num Ratings,Publication Date,Shelves
197,198,It Can't Happen Here,Sinclair Lewis,Fic,June 2019,Fiction,400,6,9780451216588,11371.0,"The only one of Sinclair Lewis's later novels to match the power of <i>Main Street, Babbitt</i>, and <i>Arrowsmith, It Can't Happen Here</i> is a cautionary tale about the fragility of democracy, an alarming, eerily timeless look at how fascism could take hold in America. Written during the Great Depression when America was largely oblivious to Hitler's aggression, it juxtaposes sharp political satire with the chillingly realistic rise of a President who becomes a dictator to save the nation from welfare cheats, rampant promiscuity, crime, and a liberal press. Now finally back in print, <i>It Can't Happen Here</i> remains uniquely important, a shockingly prescient novel that's as fresh and contemporary as today's news.",3.76,9225.0,2005-10-04,
198,199,1984,George Orwell,Fic,June 2019,Fiction,326,8,9780141036144,3744438.0,"<b>'It was a bright cold day in April, and the clocks were striking thirteen.'</b><br /><br />Winston Smith works for the Ministry of truth in London, chief city of Airstrip One. Big Brother stares out from every poster, the Thought Police uncover every act of betrayal. When Winston finds love with Julia, he discovers that life does not have to be dull and deadening, and awakens to new possibilities. Despite the police helicopters that hover and circle overhead, Winston and Julia begin to question the Party; they are drawn towards conspiracy. Yet Big Brother will not tolerate dissent - even in the mind. For those with original thoughts they invented Room 101 . . . <br /><br /><b><i>Nineteen Eighty-Four</i> is George Orwell's terrifying vision of a totalitarian future in which everything and everyone is slave to a tyrannical regime.</b>",4.18,17204.0,2008-07-03,
199,200,Fathers and Sons,Ivan Turgenev,Fic,June 2019,Fiction,244,9,9780451529695,19117.0,"Bazarov—a gifted, impatient, and caustic young man—has journeyed from school to the home of his friend Arkady Kirsanov. But soon Bazarov’s outspoken rejection of authority and social conventions touches off quarrels, misunderstandings, and romantic entanglements that will utterly transform the Kirsanov household and reflect the changes taking place across all of nineteenth-century Russia. <br /><br />Fathers and Sons enraged the old and the young, reactionaries, romantics, and radicals alike when it was first published. At the same time, Turgenev won the acclaim of Flaubert, Maupassant, and Henry James for his craftsmanship as a writer and his psychological insight. Fathers and Sons is now considered one of the greatest novels of the nineteenth century.<br /><br />A timeless depiction of generational conflict during social upheaval, it vividly portrays the clash between the older Russian aristocracy and the youthful radicalism that foreshadowed the revolution to come—and offers modern-day readers much to reflect upon as they look around at their own tumultuous, ever changing world. <br /><br />Introduction by Jane Costlow",3.97,50757.0,2005-02-01,
200,201,The Bell Jar,Sylvia Plath,Fic,June 2019,Fiction,244,8,9780060837020,395040.0,"<b>The Bell Jar</b> chronicles the crack-up of Esther Greenwood: brilliant, beautiful, enormously talented, and successful, but slowly going under—maybe for the last time. Sylvia Plath masterfully draws the reader into Esther's breakdown with such intensity that Esther's insanity becomes completely real and even rational, as probable and accessible an experience as going to the movies. Such deep penetration into the dark and harrowing corners of the psyche is an extraordinary accomplishment and has made <i>The Bell Jar</i> a haunting American classic.<br /><br />This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",4.01,11800.0,2005-08-02,
201,202,Farenheit 451,Ray Bradbury,Fic,June 2019,Fiction,175,8,9780307347978,4381.0,"Fahrenheit 451 ofrece la historia de un sombrío y horroroso futuro. Montag, el protagonista, pertenece a una extraña brigada de bomberos cuya misión, paradójicamente, no es la de sofocar incendios sino la de provocarlos, para quemar libros. Porque en el país de Montag está terminantemente prohibido leer. Porque leer obliga a pensar, y en el país de Montag esta prohibido pensar. Porque leer impide ser ingenuamente feliz, y en el país de Montag hay que ser feliz a la fuerza...",3.99,696287.0,,
202,203,Cat's Cradle,Kurt Vonnegut,Fic,June 2019,Fiction,306,9,9780140285604,135479.0,"<b>Told with deadpan humour and bitter irony, Kurt Vonnegut's cult tale of global destruction preys on our deepest fears of witnessing Armageddon and, worse still, surviving it ...</b><br /><br />Dr Felix Hoenikker, one of the founding 'fathers' of the atomic bomb, has left a deadly legacy to the world. For he's the inventor of 'ice-nine', a lethal chemical capable of freezing the entire planet. The search for its whereabouts leads to Hoenikker's three ecentric children, to a crazed dictator in the Caribbean, to madness. Felix Hoenikker's Death Wish comes true when his last, fatal gift to humankind brings about the end, that for all of us, is nigh...",4.16,282035.0,,
203,204,Blindness,Jose Saramago,Fic,July 2019,Fiction,326,10,9780156007757,2526.0,"<b>From Nobel Prize–winning author José Saramago, a magnificent, mesmerizing parable of loss</b><br /><br />A city is hit by an epidemic of ""white blindness"" that spares no one. Authorities confine the blind to an empty mental hospital, but there the criminal element holds everyone captive, stealing food rations and assaulting women. There is one eyewitness to this nightmare who guides her charges—among them a boy with no mother, a girl with dark glasses, a dog of tears—through the barren streets, and their procession becomes as uncanny as the surroundings are harrowing. As <i>Blindness</i> reclaims the age-old story of a plague, it evokes the vivid and trembling horrors of the twentieth century, leaving readers with a powerful vision of the human spirit that's bound both by weakness and exhilarating strength.",4.12,108148.0,1999-10-04,
204,205,Ham on Rye,Charles Bukowski,Fic,July 2019,Fiction,288,10,9780061177583,38501.0,"In what is widely hailed as the best of his many novels, Charles Bukowski details the long, lonely years of his own hardscrabble youth in the raw voice of alter ego Henry Chinaski. From a harrowingly cheerless childhood in Germany through acne-riddled high school years and his adolescent discoveries of alcohol, women, and the Los Angeles Public Library's collection of D. H. Lawrence, ""Ham on Rye"" offers a crude, brutal, and savagely funny portrait of an outcast's coming-of-age during the desperate days of the Great Depression.",4.14,66949.0,2014-07-29,
205,206,Last Orders,Graham Swift,Fic,July 2019,Fiction,295,8,9780330489676,5068.0,"Four men once close to Jack Dodds, a London butcher, meet to carry out his peculiar last wish: to have his ashes scattered into the sea. For reasons best known to herself, Jack's widow, Amy, declines to join them. On the surface the tale of a simple if increasingly bizarre day's outing, <i>Last Orders</i> is Graham Swift's most poignant exploration of the complexity and courage of ordinary lives.",3.68,10673.0,,
206,207,The Screwtape Letters,C.S. Lewis,Fic,July 2019,Fiction,272,6,9780140187267,69091.0,"Acclaimed entertainer Hans Schnier collapses when his beloved Marie leaves him because he won’t marry her within the Catholic Church. The desertion triggers a searing re-examination of his life—the loss of his sister during the war, the demands of his millionaire father and the hypocrisies of his mother, who first fought to “save” Germany from the Jews, then worked for “reconciliation” afterwards.",4.0,7557.0,1994-06-01,
207,208,I am Legend,Richard Matheson,Fic,July 2019,Fiction,317,5,9780312865047,547094.0,"<div>Robert Neville is the last living man on Earth...but he is not alone. Every other man, woman, and child on Earth has become a vampire, and they are all hungry for Neville's blood.<br /><br />By day, he is the hunter, stalking the sleeping undead through the abandoned ruins of civilization. By night, he barricades himself in his home and prays for dawn.<br /><br />How long can one man survive in a world of vampires?</div><br /><br />I am legend --<br />Buried talents --<br />The near departed --<br />Prey --<br />Witch war --<br />Dance of the dead --<br />Dress of white silk --<br />Mad house --<br />The funeral --<br />From shadowed places --<br />Person to person.",4.0,111084.0,1997-09-15,
208,209,Animal Farm,George Orwell,Fic,July 2019,Fiction,141,9,9780451526342,170448.0,"<i>Librarian's note: There is an Alternate Cover Edition for this edition of this book <a href=""https://www.goodreads.com/book/show/13456059-animal-farm"" rel=""nofollow"">here</a>.</i><br /><br />A farm is taken over by its overworked, mistreated animals. With flaming idealism and stirring slogans, they set out to create a paradise of progress, justice, and equality. Thus the stage is set for one of the most telling satiric fables ever penned –a razor-edged fairy tale for grown-ups that records the evolution from revolution against tyranny to a totalitarianism just as terrible. <br />When <i>Animal Farm</i> was first published, Stalinist Russia was seen as its target. Today it is devastatingly clear that wherever and whenever freedom is attacked, under whatever banner, the cutting clarity and savage comedy of George Orwell’s masterpiece have a meaning and message still ferociously fresh.",3.94,304080.0,,
209,210,Kurt Vonnegut: Complete Stories,Kurt Vonnegut,Fic,July 2019,S.S./Poetry,911,7,9781609808082,34144894.0,"<b>Featuring five never-before-published Vonnegut stories!</b><br /><br />Here for the first time is the complete short fiction of one of the twentieth century’s foremost imaginative geniuses. More than half of Vonnegut’s output was short fiction, and never before has the world had occasion to wrestle with it all together. Organized thematically—”War,” “Women,” “Science,” “Romance,” “Work Ethic versus Fame and Fortune,” “Behavior,” “The Band Director” (those stories featuring Lincoln High’s band director and nice guy George Hemholtz), and “Futuristic”—these ninety-eight stories were written from 1941 to 2007, and include those Vonnegut published in magazines and collected in <i>Welcome to the Monkey House</i>, <i>Bagombo Snuff Box</i>, and other books; here for the first time five previously unpublished stories; as well as a handful of others that were published online and read by few. During his lifetime Vonnegut published fewer than half of the stories he wrote, his agent telling him in 1958 upon the rejection of a particularly strong story, “Save it for the collection of your works which will be published someday when you become famous. Which may take a little time.”<br /> <br />Selected and introduced by longtime Vonnegut friends and scholars Dan Wakefield and Jerome Klinkowitz, <i>Complete Stories</i> puts Vonnegut’s great wit, humor, humanity, and artistry on full display. An extraordinary literary feast for new readers, Vonnegut fans, and scholars alike.",4.44,164.0,2017-09-26,
210,211,The Object-Oriented Thought Process,Matt Weisfeld,Non,July 2019,Science,330,5,9780672330162,4795641.0,,3.7,214.0,2008-08-01,
211,212,"Godel, Escher, Bach",Douglas Hofstader,Non,July 2019,Science,777,,9780465026562,24113.0,"Douglas Hofstadter's book is concerned directly with the nature of “maps” or links between formal systems. However, according to Hofstadter, the formal system that underlies all mental activity transcends the system that supports it. If life can grow out of the formal chemical substrate of the cell, if consciousness can emerge out of a formal system of firing neurons, then so too will computers attain human intelligence. Gödel, Escher, Bach is a wonderful exploration of fascinating ideas at the heart of cognitive science: meaning, reduction, recursion, and much more.",4.29,38481.0,,
212,213,Fight Club,Chuck Palahniuk,Fic,July 2019,Fiction,218,10,9780393355949,36236124.0,"Chuck Palahniuk showed himself to be his generation’s most visionary satirist in this, his first book. <em>Fight Club</em>’s estranged narrator leaves his lackluster job when he comes under the thrall of Tyler Durden, an enigmatic young man who holds secret after-hours boxing matches in the basement of bars. There, two men fight ""as long as they have to."" This is a gloriously original work that exposes the darkness at the core of our modern world.",4.19,53368.0,2018-05-01,
213,214,Women,Charles Bukowski,Fic,July 2019,Fiction,291,7,9780061177590,38500.0,"<i>Alternate cover for this ISBN can be found <a href=""https://www.goodreads.com/book/show/27130448-women"" rel=""nofollow"">here</a></i><br /><br />Low-life writer and unrepentant alcoholic Henry Chinaski was born to survive. After decades of slacking off at low-paying dead-end jobs, blowing his cash on booze and women, and scrimping by in flea-bitten apartments, Chinaski sees his poetic star rising at last. Now, at fifty, he is reveling in his sudden rock-star life, running three hundred hangovers a year, and maintaining a sex life that would cripple Casanova.<br /><br />With all of Bukowski's trademark humor and gritty, dark honesty, this 1978 follow-up to <em>Post Office</em> and <em>Factotum</em> is an uncompromising account of life on the edge.",3.85,53285.0,2014-07-29,
214,215,Post Office,Charles Bukowski,Fic,July 2019,Fiction,208,9,9780876850862,51504.0,"""It began as a mistake."" By middle age, Henry Chinaski has lost more than twelve years of his life to the U.S. Postal Service. In a world where his three true, bitter pleasures are women, booze, and racetrack betting, he somehow drags his hangover out of bed every dawn to lug waterlogged mailbags up mud-soaked mountains, outsmart vicious guard dogs, and pray to survive the day-to-day trials of sadistic bosses and certifiable coworkers.<br /><br />This classic 1971 novel--the one that catapulted its author to national fame--is the perfect introduction to the grimly hysterical world of legendary writer, poet, and Dirty Old Man Charles Bukowski and his fictional alter ego, Chinaski.",3.99,63792.0,2002-06-05,
215,216,Amity and Prosperity,Eliza Griswold,Non,July 2019,Society,318,6,9780374103118,36722972.0,"<b>Prize-winning poet and journalist Eliza Griswold's <i>Amity and Prosperity</i> is an expose on how fracking shattered a rural Pennsylvania town, and how one lifelong resident brought the story into the national spotlight. This is an incredible true account of investigative journalism and a devastating indictment of energy politics in America.</b><br /><br />Stacey Haney, a lifelong resident of Amity, Pennsylvania, is struggling to support her children when the fracking boom comes to town. Like most of her neighbors, she sees the energy companies' payments as a windfall. Soon trucks are rumbling down her unpaved road and a fenced-off fracking site rises on adjacent land. But her annoyance gives way to concern and then to fear as domestic animals and pets begin dying and mysterious illnesses strike her family--despite the companies' insistence that nothing is wrong.<br /><br />Griswold masterfully chronicles Haney's transformation into an unlikely whistle-blower as she launches her own investigation into corporate wrongdoing. As she takes her case to court, Haney inadvertently reveals the complex rifts in her community and begins to reshape its attitudes toward outsiders, corporations, and the federal government. <i>Amity and Prosperity</i> uses her gripping and moving tale to show the true costs of our energy infrastructure and to illuminate the predicament of rural America in the twenty-first century.",4.27,1547.0,2018-06-12,
216,217,Factotum,Charles Bukowski,Fic,July 2019,Fiction,208,8,9780876852637,497199.0,"One of Charles Bukowski's best, this beer-soaked, deliciously degenerate novel follows the wanderings of aspiring writer Henry Chinaski across World War II-era America. Deferred from military service, Chinaski travels from city to city, moving listlessly from one odd job to another, always needing money but never badly enough to keep a job. His day-to-day existence spirals into an endless litany of pathetic whores, sordid rooms, dreary embraces, and drunken brawls, as he makes his bitter, brilliant way from one drink to the next.<br /><br />Charles Bukowski's posthumous legend continues to grow. <em>Factotum</em> is a masterfully vivid evocation of slow-paced, low-life urbanity and alcoholism, and an excellent introduction to the fictional world of Charles Bukowski.",3.97,52335.0,2002-05-31,
217,218,Hot Water Music,Charles Bukowski,Fic,July 2019,S.S./Poetry,224,7,9780876855966,50453.0,"<strong>With his characteristic raw and minimalist style, Charles Bukowski takes us on a walk through his side of town in <em>Hot Water Music</em>.  He gives us little vignettes of depravity and lasciviousness, bite sized pieces of what is both beautiful and grotesque.</strong><br /><br />The stories in <em>Hot Water Music</em> dash around the worst parts of town – a motel room stinking of sick, a decrepit apartment housing a perpetually arguing couple, a bar tended by a skeleton – and depict the darkest parts of human existence.  Bukowski talks simply and profoundly about the underbelly of the working class without raising judgement. <br /><br />In the way he writes about sex, relationships, writing, and inebriation, Bukowski sets the bar for irreverent art – his work inhabits the basest part of the mind and the most extreme absurdity of the everyday.",3.91,10043.0,2002-05-31,
218,219,Run With the Hunted,Charles Bukowski,Fic,August 2019,S.S./Poetry,512,5,9780060924584,50452.0,"The best of Bukowski's novels, stories, and poems, this collection reads like an autobiography, relating the extraordinary story of his life and offering a sometimes harrowing, invariably exhilarating reading experience. A must for this counterculture idol's legion of fans.",4.26,3627.0,1994-05-07,
219,220,Dangling in the Tounefortia,Charles Bukowski,Fic,August 2019,S.S./Poetry,288,6,9780876855256,70883.0,"There is not a wasted word in <em>Dangling in the Tournefortia,</em> a selection of poems full of wit, struggles, perception, and simplicity. Charles Bukowski writes of women, gambling and booze while his words remain honest and pure.",4.06,1172.0,2002-05-31,
220,221,Betting on the Muse,Charles Bukowski,Fic,August 2019,S.S./Poetry,402,9,9781574230024,92497.0,"Virtually everything Black Sparrow publishes is worthwhile, but without Bukowski, whose 40-odd books kept Black Sparrow's bread buttered right up until his death in 1994, none of the rest of it would be possible. Fortunately, ""Buk"" left plenty of unpublished manuscript behind that, judging from this culling from it, is of a piece with the published stuff. That is, it consists of quasi-autobiographical poems and stories. The poems' lines are only one to six words long, and the stories' sentences aren't much longer. Poems and stories relay the adventures and attitudes, at all stages of his life, of loafer and lumpen intellectual Henry Chinaski. They are occasionally laugh-out-loud funny, occasionally laughable because Henry and his women and pals are such a bunch of slobs, and occasionally as boring as Henry and company claim their lives are. And, to tell the truth, they are effortlessly, magnetically readable, especially if you are susceptible to their bargain-basement existentialist charm. Plenty are. Ray Olson",4.1,1730.0,1996-12-12,
221,222,On the Road,Jack Kerouac,Fic,August 2019,Fiction,307,4,9780140042597,70401.0,"When Jack Kerouac’s On the Road first appeared in 1957, readers instantly felt the beat of a new literary rhythm. A fictionalised account of his own journeys across America with his friend Neal Cassady, Kerouac’s beatnik odyssey captured the soul of a generation and changed the landscape of American fiction for ever.<br /><br />Influenced by Jack London and Thomas Wolfe, Kerouac always wanted to be a writer, but his true voice only emerged when he wrote about his own experiences in On the Road. Leaving a broken marriage behind him, Sal Paradise (Kerouac) joins Dean Moriarty (Cassady), a tearaway and former reform school boy, on a series of journeys that takes them from New York to San Francisco, then south to Mexico. Hitching rides and boarding buses, they enter a world of hobos and drifters, fruit-pickers and migrant families, small towns and wide horizons. Adrift from conventional society, they experience America in the raw: a place where living is hard, but ‘life is holy and every moment is precious’.<br /><br />With its smoky, jazz-filled atmosphere and its restless, yearning spirit of adventure, On the Road left its mark on the culture of the late 20th century, influencing countless books, films and songs. Kerouac’s prose is remarkable both for its colloquial swing and for the pure lyricism inspired by the American landscape – ‘the backroads, the black-tar roads that curve among the mournful rivers like Susquehanna, Monongahela, old Potomac and Monocacy’. This Folio Society edition is illustrated with evocative photographs of Kerouac and the landscapes of 1950s America. Now acknowledged as a modern classic, On the Road remains a thrilling and poignant story of the road less travelled.",3.62,291129.0,1976-01-01,
222,223,Hunger,Knut Hamsun,Fic,August 2019,Fiction,134,7,9780486431680,32585.0,"One of the most important and controversial writers of the 20th century, Knut Hamsun made literary history with the publication in 1890 of this powerful, autobiographical novel recounting the abject poverty, hunger and despair of a young writer struggling to achieve self-discovery and its ultimate artistic expression. The book brilliantly probes the psychodynamics of alienation, obsession, and self-destruction, painting an unforgettable portrait of a man driven by forces beyond his control to the edge of the abyss. Hamsun influenced many of the major 20th-century writers who followed him, including Kafka, Joyce and Henry Miller. Required reading in world literature courses, the highly influential, landmark novel will also find a wide audience among lovers of books that probe the ""unexplored crannies in the human soul"" (George Egerton).",4.05,28652.0,2003-11-17,
223,224,Invisible Monsters,Chuck Palahniuk,Fic,August 2019,Fiction,297,10,9780099285441,22290.0,"She's a catwalk model who has everything: a boyfriend, a career, a loyal best friend. But when a sudden motor 'accident' leaves her disfigured and incapable of speech, she goes from being the beautiful centre of attention to being an invisible monster, so hideous that no one will acknowledge she exists.<br /><br />Enter Brandy Alexander, Queen Supreme, one operation away from being a real woman, who will teach her that reinventing yourself means erasing your past and making up something better, and that salvation hides in the last place you'll ever want to look.<br /><br />The narrator must exact revenge upon Evie, her best friend and fellow model; kidnap Manus, her two-timing ex-boyfriend; and hit the road with Brandy in search of a brand-new past, present and future.",4.01,54934.0,,
224,225,Long Day's Journey Into Night,Eugene O'neill,Fic,August 2019,Fiction,179,7,9780300093056,12083.0,"Eugene O'Neill's autobiographical play Long Day's Journey into Night is regarded as his finest work. First published by Yale University Press in 1956, it won the Pulitzer Prize in 1957 and has since sold more than one million copies. This edition includes a new foreword by Harold Bloom.<br /><br />The action covers a fateful, heart-rending day from around 8:30 am to midnight, in August 1912 at the seaside Connecticut home of the Tyrones - the semi-autobiographical representations of O'Neill himself, his older brother, and their parents at their home, Monte Cristo Cottage.<br /><br />One theme of the play is addiction and the resulting dysfunction of the family. All three males are alcoholics and Mary is addicted to morphine. They all constantly conceal, blame, resent, regret, accuse and deny in an escalating cycle of conflict with occasional desperate and half-sincere attempts at affection, encouragement and consolation.",4.07,32444.0,2002-02-08,
225,226,Rebecca,Daphne Du Maurier,Fic,August 2019,Fiction,441,9,9781844080380,12873.0,"<b>Last night I dreamt I went to Manderley again...</b><br /><br />Working as a lady's companion, the heroine of <i>Rebecca</i> learns her place. Her future looks bleak until, on a trip to the South of France, she meets Max de Winter, a handsome widower whose sudden proposal of marriage takes her by surprise. She accepts, but whisked from glamorous Monte Carlo to the ominous and brooding Manderley, the new Mrs de Winter finds Max a changed man. And the memory of his dead wife Rebecca is forever kept alive by the forbidding housekeeper, Mrs Danvers...<br /><br />Not since Jane Eyre has a heroine faced such difficulty with the Other Woman. An international bestseller that has never gone out of print, <i>Rebecca</i> is the haunting story of a young girl consumed by love and the struggle to find her identity.",4.23,180591.0,2007-12-01,
226,227,Perfume,Patrick Suskind,Fic,August 2019,Fiction,263,7,9780140120837,343.0,"An acclaimed bestseller and international sensation, Patrick Suskind's classic novel provokes a terrifying examination of what happens when one man's indulgence in his greatest passion—his sense of smell—leads to murder.<br /><br />In the slums of eighteenth-century France, the infant Jean-Baptiste Grenouille is born with one sublime gift—an absolute sense of smell. As a boy, he lives to decipher the odors of Paris, and apprentices himself to a prominent perfumer who teaches him the ancient art of mixing precious oils and herbs. But Grenouille's genius is such that he is not satisfied to stop there, and he becomes obsessed with capturing the smells of objects such as brass doorknobs and fresh-cut wood. Then one day he catches a hint of a scent that will drive him on an ever-more-terrifying quest to create the ""ultimate perfume""—the scent of a beautiful young virgin. Told with dazzling narrative brilliance, <i>Perfume</i> is a hauntingly powerful tale of murder and sensual depravity.",4.02,234024.0,,
227,228,Helter Skelter,Vincent Bugliosi,Non,August 2019,Society,689,9,9780393322231,105992.0,"Prosecuting attorney in the Manson trial, Vincent Bugliosi held a unique insider's position in one of the most baffling and horrifying cases of the twentieth century: the cold-blooded Tate-LaBianca murders carried out by Charles Manson and four of his followers. What motivated Manson in his seemingly mindless selection of victims, and what was his hold over the young women who obeyed his orders? Here is the gripping story of this famous and haunting crime. 50 pages of b/w photographs.",4.04,114123.0,2001-12-17,
228,229,No Visible Bruises,Rachel Louise Snyder,Non,September 2019,Society,307,7,9781635570977,40653143.0,"In <i>No Visible Bruises</i>, journalist Rachel Louise Snyder frames this urgent and immersive account of the scale of domestic violence in our country around key stories that explode the common myths-that if things were bad enough, victims would just leave; that a violent person cannot become nonviolent; that shelter is an adequate response; that violence inside the home is separate from other forms of violence like mass shootings, gang violence, and sexual assault. Through the stories of victims, perpetrators, law enforcement, and reform movements from across the country, Snyder explores not only the dark corners of private violence, but also its far-reaching consequences for society, and what it will take to truly address it.",4.52,137.0,2019-05-07,
229,230,The Catcher in the Rye,J.D. Salinger,Fic,September 2019,Fiction,277,8,9780316769174,5107.0,"The hero-narrator of <i>The Catcher in the Rye</i> is an ancient child of sixteen, a native New Yorker named Holden Caulfield. Through circumstances that tend to preclude adult, secondhand description, he leaves his prep school in Pennsylvania and goes underground in New York City for three days. The boy himself is at once too simple and too complex for us to make any final comment about him or his story. Perhaps the safest thing we can say about Holden is that he was born in the world not just strongly attracted to beauty but, almost, hopelessly impaled on it. There are many voices in this novel: children's voices, adult voices, underground voices-but Holden's voice is the most eloquent of all. Transcending his own vernacular, yet remaining marvelously faithful to it, he issues a perfectly articulated cry of mixed pain and pleasure. However, like most lovers and clowns and poets of the higher orders, he keeps most of the pain to, and for, himself. The pleasure he gives away, or sets aside, with all his heart. It is there for the reader who can handle it to keep. <br /><br />J.D. Salinger's classic novel of teenage angst and rebellion was first published in 1951. The novel was included on <i>Time</i>'s 2005 list of the 100 best English-language novels written since 1923. It was named by Modern Library and its readers as one of the 100 best English-language novels of the 20th century. It has been frequently challenged in the court for its liberal use of profanity and portrayal of sexuality and in the 1950's and 60's it was the novel that every teenage boy wants to read.",3.8,2501839.0,2001-01-30,
230,231,A Million Little Pieces,James Frey,Fic,October 2019,Fiction,515,8,9780307276902,1241.0,"Intense, unpredictable, and instantly engaging, this is a story of drug and alcohol abuse and rehabilitation as it has never been told before. It is also the introduction of a bold and talented literary voice. <br />Before considering reading this book, please see the BookBrowse note on the book jacket/review page.<br /><br />BookBrowse Note: January 9th 2006: An article in the Smoking Gun claimed that James Frey (author of A Million Little Pieces and My Friend Leonard) fabricated key parts of his books. They cited police records, court documents and interviews with law enforcement agents which belie a number of Frey's claims regarding criminal charges against him, jail terms and his fugitive status.<br /><br />In an interview with the Smoking Gun, Frey admitted that he had 'embellished central details' in A Million Little Pieces and backtracked on claims he made in the book.<br /><br />January 26th 2006. Frey's publisher stated that while it initially stood by him, after further questioning of the author, the house has ""sadly come to the realization that a number of facts have been altered and incidents embellished."" It will be adding a a publisher's note and author's note to all future editions of A Million Little Pieces.",3.65,208451.0,2005-09-22,
231,232,Choke,Chuck Palahniuk,Fic,October 2019,Fiction,293,6,9780385720922,29059.0,"Victor Mancini, a medical-school dropout, is an antihero for our deranged times. Needing to pay elder care for his mother, Victor has devised an ingenious scam: he pretends to choke on pieces of food while dining in upscale restaurants. He then allows himself to be “saved” by fellow patrons who, feeling responsible for Victor’s life, go on to send checks to support him. When he’s not pulling this stunt, Victor cruises sexual addiction recovery workshops for action, visits his addled mom, and spends his days working at a colonial theme park. His creator, Chuck Palahniuk, is the visionary we need and the satirist we deserve.",3.7,171220.0,,
232,233,Interpreter of Maladies,Jhumpa Lahiri,Fic,November 2019,S.S./Poetry,198,10,9780618101368,5439.0,"Navigating between the Indian traditions they've inherited and the baffling new world, the characters in Jhumpa Lahiri's elegant, touching stories seek love beyond the barriers of culture and generations. In ""A Temporary Matter,"" published in <i>The New Yorker</i>, a young Indian-American couple faces the heartbreak of a stillborn birth while their Boston neighborhood copes with a nightly blackout. In the title story, an interpreter guides an American family through the India of their ancestors and hears an astonishing confession. Lahiri writes with deft cultural insight reminiscent of Anita Desai and a nuanced depth that recalls Mavis Gallant.",4.15,133498.0,2000-05-22,
233,234,House of Leaves,Mark Denielewski,Fic,November 2019,S.S./Poetry,705,8,9780385603102,24800.0,"Years ago, when <i>House of Leaves</i> was first being passed around, it was nothing more than a badly bundled heap of paper, parts of which would occasionally surface on the Internet. No one could have anticipated the small but devoted following this terrifying story would soon command. Starting with an odd assortment of marginalized youth—musicians, tattoo artists, programmers, strippers, environmentalists, and adrenaline junkies—the book eventually made its way into the hands of older generations, who not only found themselves in those strangely arranged pages but also discovered a way back into the lives of their estranged children.<br /><br />Now, for the first time, this astonishing novel is made available in book form, complete with the original colored words, vertical footnotes, and newly added second and third appendices.<br /><br />The story remains unchanged, focusing on a young family that moves into a small home on Ash Tree Lane where they discover something is terribly wrong: their house is bigger on the inside than it is on the outside.<br /><br />Of course, neither Pulitzer Prize-winning photojournalist Will Navidson nor his companion Karen Green was prepared to face the consequences of that impossibility, until the day their two little children wandered off and their voices eerily began to return another story—of creature darkness, of an ever-growing abyss behind a closet door, and of that unholy growl which soon enough would tear through their walls and consume all their dreams.",4.1,99511.0,2000-03-07,
234,235,A Little Life,Hanya Yanagihara,Fic,December 2019,Fiction,720,10,9780385539258,22822858.0,"When four classmates from a small Massachusetts college move to New York to make their way, they're broke, adrift, and buoyed only by their friendship and ambition. There is kind, handsome Willem, an aspiring actor; JB, a quick-witted, sometimes cruel Brooklyn-born painter seeking entry to the art world; Malcolm, a frustrated architect at a prominent firm; and withdrawn, brilliant, enigmatic Jude, who serves as their center of gravity. <br /><br />Over the decades, their relationships deepen and darken, tinged by addiction, success, and pride. Yet their greatest challenge, each comes to realize, is Jude himself, by midlife a terrifyingly talented litigator yet an increasingly broken man, his mind and body scarred by an unspeakable childhood, and haunted by what he fears is a degree of trauma that he’ll not only be unable to overcome—but that will define his life forever.",4.31,133923.0,2015-03-10,
235,236,The Last Temptation of Christ,Nikos Kazantzakis,Fic,December 2019,Fiction,506,5,9780684852560,8737.0,"The internationally renowned novel about the life and death of Jesus Christ.<br /><br />Hailed as a masterpiece by critics worldwide, <i>The Last Temptation of Christ </i>is a monumental reinterpretation of the Gospels that brilliantly fleshes out Christ’s Passion. This literary rendering of the life of Jesus Christ has courted controversy since its publication by depicting a Christ far more human than the one seen in the Bible. He is a figure who is gloriously divine but earthy and human, a man like any other—subject to fear, doubt, and pain.<br /> <br /> In elegant, thoughtful prose Nikos Kazantzakis, one of the greats of modern literature, follows this Jesus as he struggles to live out God’s will for him, powerfully suggesting that it was Christ’s ultimate triumph over his flawed humanity, when he gave up the temptation to run from the cross and willingly laid down his life for mankind, that truly made him the venerable redeemer of men.<br /> <br /> “Spiritual dynamite.” —<i>San Francisco Chronicle</i><br /> <br /> “A searing, soaring, shocking novel.” —<i>Time </i>",4.17,9062.0,1998-03-01,
236,237,The Fall,Albert Camus,Fic,December 2019,Fiction,147,9,9780679720225,11991.0,"Jean-Baptiste Clamence, a successful Parisian barrister, has come to recognize the deep-seated hypocrisy of his existence. His epigrammatic and, above all, discomforting monologue gradually saps, then undermines, the reader's own complacency.",4.04,54934.0,1991-05-07,
